Timestamp,Wind_Speed (m/s),Wind_Direction (degrees),Solar_Radiation (W/m²),Wave_Height (m),Tidal_Current (m/s),Water_Temperature (°C),Wind_Generation (kW),Wave_Generation (kW),Tidal_Generation (kW),Total_Renewable_Generation (kW)
2024-01-01 00:00:00,6.496184161223412,158.0138692300169,139.00663929429115,1.6096036074865756,0.21147804604567652,19.702467968311804,1.2992368322446826,259.08237732337983,105.73902302283825,366.12063717846274
2024-01-01 01:00:00,6.493437433404719,159.3228747347961,302.8292206834295,1.2492405867436327,0.2485276199015204,21.33112388465975,1.298687486680944,156.06020435675757,124.26380995076019,281.6227017941987
2024-01-01 02:00:00,8.120015233670722,80.9800774735892,229.95792665257574,1.0697725309800319,0.22468304423268956,21.442104446540277,1.6240030467341446,114.44132680394232,112.34152211634478,228.40685196702123
2024-01-01 03:00:00,6.38354298924299,12.667834791408449,234.05452458138132,1.4302057677724316,0.3203459010243883,20.634351267803968,1.2767085978485981,204.54885381695306,160.17295051219415,365.9985129269958
2024-01-01 04:00:00,7.174636346459341,159.3511940479136,120.29964708241323,1.7139821452781276,0.30883817050157975,19.523427089287516,1.4349272692918682,293.77347943322127,154.41908525078986,449.627491953303
2024-01-01 05:00:00,8.54345470403562,308.07863492818785,216.1914359251168,1.8236600244297092,0.3014178622173691,20.505959246361712,1.708690940807124,332.5735884702968,150.70893110868454,484.9912105197884
2024-01-01 06:00:00,10.520375489837296,314.1885258471286,192.9489367026671,1.5748186346045925,0.22730221802092415,21.72746276830718,2.1040750979674594,248.0053731897873,113.65110901046208,363.76055729821684
2024-01-01 07:00:00,9.45232820082851,259.12059613240586,129.633153622389,2.2308454005048803,0.28798989161863076,16.62354772820774,1.8904656401657023,497.66712009537804,143.99494580931537,643.5525315448591
2024-01-01 08:00:00,3.8345379288999824,320.05488430577594,169.50692052786192,1.4823928640735924,0.2303607942464941,19.50061688130363,0.7669075857799965,219.74886034563085,115.18039712324706,335.6961650546579
2024-01-01 09:00:00,4.5395659651589915,8.907789266402833,201.33887197897286,1.8993499238891656,0.279705316634005,20.778475136302383,0.9079131930317983,360.75301333777793,139.8526583170025,501.51358484781224
2024-01-01 10:00:00,5.298497454468626,142.69271703131056,246.2919814839285,1.6992990345908359,0.2721233227515042,18.01979112193715,1.0596994908937252,288.7617208961347,136.0616613757521,425.88308176278053
2024-01-01 11:00:00,7.282755781054658,189.7491247931352,190.78929939456987,1.627422500170684,0.3120503563621566,19.222632389267144,1.4565511562109317,264.85039940618,156.0251781810783,422.3321287434692
2024-01-01 12:00:00,6.292387187073653,31.147080161448493,191.41200078438192,1.8103059476715626,0.2842028130240891,21.191368283693762,1.2584774374147307,327.72076241750347,142.10140651204455,471.08064636696275
2024-01-01 13:00:00,7.36302266232792,97.035390654643,129.90280764439123,1.275347591010948,0.22067910328096693,24.8729378772579,1.472604532465584,162.65114778974282,110.33955164048346,274.4633039626919
2024-01-01 14:00:00,6.371119460328584,138.76055435776345,174.6067897616378,1.7603181431587276,0.2340767675348579,17.11014199230442,1.274223892065717,309.8719965133791,117.03838376742895,428.1846041728738
2024-01-01 15:00:00,7.771539570334344,164.00142100578904,161.92164618772864,1.3504458752269786,0.33057512635638625,17.833132327000577,1.554307914066869,182.37040619175602,165.28756317819312,349.212277284016
2024-01-01 16:00:00,6.126215700043214,337.62783289466586,276.1447048705491,2.080606057648506,0.17429290142416026,17.755618581248285,1.2252431400086428,432.89215671236576,87.14645071208012,521.2638505644545
2024-01-01 17:00:00,8.636137140740905,35.60498159953321,113.40093097945262,1.7088776357490747,0.24963167128907912,20.275267118866303,1.727227428148181,292.0262773963347,124.81583564453956,418.56934046902245
