Timestamp,Wind_Speed (m/s),Wind_Direction (degrees),Solar_Radiation (W/m²),Wave_Height (m),Tidal_Current (m/s),Water_Temperature (°C),Wind_Generation (kW),Wave_Generation (kW),Tidal_Generation (kW),Total_Renewable_Generation (kW)
2023-01-01 00:00:00,8.126526295398369,179.87153894789915,265.65799201753464,1.4323014500934574,0.1526633501789948,21.03492683788555,1.625305259079674,205.14874439398207,76.3316750894974,283.1057247425591
2023-01-01 00:30:00,7.634025648973668,57.40188316983329,245.88778840066814,1.3558222998732319,0.34622866348156817,20.7112911353437,1.5268051297947336,183.825410883354,173.11433174078408,358.4665477539328
2023-01-01 01:00:00,7.348130147908184,137.07211549733603,269.703257008927,1.307391172106238,0.19380133270411193,20.549164115909665,1.4696260295816368,170.92716769013225,96.90066635205596,269.2974600717698
2023-01-01 01:30:00,6.819361926935844,225.01674244037815,171.4936865523777,1.4473004830750604,0.21068777398827238,16.6153585334127,1.363872385387169,209.46786883093034,105.34388699413618,316.1756282104537
2023-01-01 02:00:00,7.440742309413156,37.05769594956914,190.40244102170297,0.9713452654393377,0.32680949583919094,20.62318054745772,1.4881484618826313,94.35116246914174,163.40474791959548,259.24405885061987
2023-01-01 02:30:00,7.746395454933202,124.68158602099743,149.41014506050487,1.5891416906518174,0.18704599564537755,19.990477726241117,1.5492790909866405,252.53713129677163,93.52299782268878,347.60940821044704
2023-01-01 03:00:00,6.623419338094141,356.5553020359537,237.3748889420691,1.2176805479304003,0.1808699423042852,23.666443033478032,1.3246838676188284,148.274591680808,90.4349711521426,240.0342467005694
2023-01-01 03:30:00,7.357680973009527,299.4159214633093,257.9383946132593,1.559025360793062,0.255651776364116,20.417368929719498,1.4715361946019057,243.0560075595937,127.82588818205801,372.3534319362536
2023-01-01 04:00:00,3.401439895795926,77.39164598122724,107.0879934862437,1.5724330522763093,0.2568750829844927,18.462335415573172,0.6802879791591853,247.254570389099,128.43754149224634,376.3723998605045
2023-01-01 04:30:00,6.950809966884664,108.41616458117163,212.87524284013554,1.78109883711981,0.21691885000979105,19.838162427259675,1.390161993376933,317.2313067589539,108.45942500489552,427.08089375722636
2023-01-01 05:00:00,5.63335473576499,293.73667531832143,200.26119641849382,1.1386412896160696,0.30038886732056536,21.499314179246422,1.126670947152998,129.65039864185462,150.19443366028267,280.9715032492903
2023-01-01 05:30:00,7.628486702603022,207.47977215843179,237.8686435630559,1.170802789890771,0.22499855407601901,21.334326007749038,1.5256973405206045,137.07791728160126,112.49927703800951,251.10289166013138
2023-01-01 06:00:00,5.927468483763914,77.02483525857063,183.854372933004,0.9223891508312789,0.24634171604175645,21.79132749830387,1.185493696752783,85.08017455712478,123.17085802087823,209.4365262747558
2023-01-01 06:30:00,10.919391955406248,329.872034235669,289.22298596580583,1.629175096735058,0.2962757367285133,20.604740063419207,2.1838783910812496,265.42114958216854,148.13786836425666,415.7428963375064
2023-01-01 07:00:00,4.537622272361416,263.8621304884242,45.973727574494234,1.546594405790261,0.2816681146092191,18.289685443982016,0.9075244544722832,239.19542560217306,140.83405730460956,380.9370073612549
